county,gid,pop.2009,lf_endemic,country,counts,var1_class,hiv_class,hiv_his_cl,cuid,geometry,pop_total,pop_male,pop_female,mpo_total,mpo_total_perc,mpo_male,mpo_male_perc,mpo_female,mpo_female_perc,uo_i_total,uo_i_total_perc,uo_i_male,uo_i_male_perc,uo_i_female,uo_i_female_perc,uo_dlt_total,uo_dlt_total_perc,uo_dlt_male,uo_dlt_male_perc,uo_dlt_female,uo_dlt_female_perc
Baringo,1,555561,No,Kenya,2,2,A,A2,vvOK1BxTbet,"list(list(c(35.7866536, 35.8335943, 35.837094, 35.9113572, 35.917901, 35.9375402, 35.9501684, 35.9603224, 35.9743194, 35.9797592, 36.0002486, 36.0179028, 36.049286, 36.0751222, 36.0921923, 36.0979899, 36.1534368, 36.1746864, 36.1932103, 36.1959664, 36.2181889, 36.2364522, 36.2547096, 36.2620742, 36.2728677, 36.2848977, 36.3107556, 36.3158462, 36.3188929, 36.3421681, 36.3460544, 36.348382, 36.3527543, 36.3646185, 36.3659035, 36.3718628, 36.3759259, 36.3843995, 36.3849679, 36.3890178, 36.3884949, 36.3891548, 
36.3874796, 36.3942013, 36.3936231, 36.3957168, 36.3961933, 36.4058026, 36.417036, 36.4252328, 36.4242626, 36.4302803, 36.4362599, 36.4416407, 36.4463803, 36.4574154, 36.4633879, 36.4651726, 36.4713355, 36.471992, 36.4798355, 36.4823411, 36.4892592, 36.4903154, 36.47685, 36.475521, 36.4710042, 36.4312619, 36.4059718, 36.3884092, 36.3486996, 36.2903582, 36.2785762, 36.2896763, 36.2950095, 36.2914742, 36.2819552, 36.2543292, 36.2379173, 36.2419771, 36.2436843, 36.2471263, 36.2554115, 36.2585257, 36.2607905, 
36.2605646, 36.2620288, 36.2640956, 36.2618567, 36.2500535, 36.2486759, 36.2434414, 36.2510864, 36.2608849, 36.2660305, 36.2800982, 36.2825229, 36.2797257, 36.2870623, 36.2969434, 36.3107238, 36.3109207, 36.3065405, 36.3101827, 36.2999455, 36.3048186, 36.3037544, 36.3122009, 36.3208321, 36.328047, 36.3349371, 36.3340022, 36.3305242, 36.3273579, 36.3213728, 36.3154489, 36.3109207, 36.3072785, 36.3028497, 36.2870598, 36.2812894, 36.2703156, 36.2632569, 36.2543589, 36.237268, 36.2035408, 36.181762, 
36.181378, 36.1886621, 36.1952013, 36.1982983, 36.2007304, 36.1987784, 36.1490983, 36.1409411, 36.1368571, 36.132401, 36.1287513, 36.1070654, 36.1128296, 36.1140856, 36.1067804, 36.1038604, 36.0934582, 36.0788829, 36.066764, 36.0545883, 36.0423751, 36.0344709, 36.0077334, 36.0009322, 35.9667555, 35.9647185, 35.9656175, 35.9642685, 35.9622494, 35.941767, 35.9316498, 35.9645895, 35.9715557, 35.9775367, 35.9792627, 35.9776487, 35.9753277, 35.9738557, 35.9709529, 35.9608564, 35.9617644, 35.9556643, 35.9499552, 
35.9393549, 35.9364289, 35.9289537, 35.9296407, 35.9181665, 35.9024752, 35.895243, 35.8813557, 35.8785017, 35.8428459, 35.8226435, 35.8088172, 35.8045151, 35.8016261, 35.796361, 35.7918036, 35.7924319, 35.7918659, 35.7918199, 35.7805416, 35.7732215, 35.7802636, 35.7650183, 35.7578362, 35.7472969, 35.7366547, 35.7269405, 35.7246145, 35.7240204, 35.7242695, 35.7311785, 35.7147203, 35.7074851, 35.7045169, 35.6942868, 35.6902657, 35.6916548, 35.6902097, 35.6664842, 35.6502529, 35.6478959, 35.6418886, 
35.6419203, 35.6419122, 35.6363896, 35.6400377, 35.6341316, 35.6328525, 35.6117821, 35.5840065, 35.5778444, 35.5720083, 35.5696962, 35.5449147, 35.5407496, 35.5233606, 35.5274793, 35.5403816, 35.5392006, 35.5396106, 35.5457227, 35.5459658, 35.5402516, 35.5420266, 35.5449917, 35.5441127, 35.5650423, 35.5757352, 35.5764446, 35.5921137, 35.5895107, 35.6735269, 35.6751892, 35.696492, 35.6924798, 35.702234, 35.702378, 35.7082931, 35.7172973, 35.7182823, 35.7237484, 35.7235732, 35.7218207, 35.7220219, 
35.718199, 35.7171281, 35.7101373, 35.7099839, 35.7132831, 35.7150081, 35.7146843, 35.7159547, 35.7133681, 35.7142722, 35.712956, 35.7201207, 35.7230289, 35.7195639, 35.7234452, 35.7218116, 35.7107174, 35.7009441, 35.6973016, 35.6886226, 35.6822853, 35.6678925, 35.6670684, 35.6617817, 35.655711, 35.6557713, 35.6618315, 35.658688, 35.6545543, 35.6557325, 35.6524642, 35.6463835, 35.6481923, 35.6439745, 35.6412919, 35.639795, 35.6328124, 35.6313877, 35.6139287, 35.614869, 35.6127017, 35.60286, 35.606499, 
35.6030714, 35.6059916, 35.6112763, 35.6147159, 35.6120425, 35.6136638, 35.6024816, 35.5980971, 35.5993515, 35.596556, 35.598563, 35.5967591, 35.5975641, 35.6011827, 35.6006038, 35.6050185, 35.6101544, 35.6051705, 35.605016, 35.6192931, 35.6252103, 35.6242824, 35.6326387, 35.6348229, 35.6317004, 35.62863, 35.6276239, 35.6233129, 35.6212851, 35.621723, 35.6250592, 35.6275008, 35.6261964, 35.6303023, 35.6326765, 35.6359246, 35.6347587, 35.6360063, 35.6336546, 35.6388577, 35.6429216, 35.6437059, 35.6389062, 
35.6405799, 35.637286, 35.6433434, 35.637307, 35.6373954, 35.6321011, 35.6265619, 35.6241869, 35.6250011, 35.6270821, 35.622636, 35.6279375, 35.6282925, 35.6264228, 35.6303286, 35.6351499, 35.6354028, 35.634143, 35.6324773, 35.6326201, 35.6303358, 35.6373315, 35.6387903, 35.6353381, 35.6361739, 35.6400621, 35.6382877, 35.6337827, 35.6361427, 35.6418921, 35.6437737, 35.6430162, 35.6481349, 35.6520869, 35.6614211, 35.6655424, 35.6721477, 35.6686122, 35.6718907, 35.6759608, 35.6745188, 35.6753096, 35.6784959, 
35.6771934, 35.6829613, 35.6867164, 35.6863518, 35.6919579, 35.6929391, 35.6999354, 35.6979403, 35.7028996, 35.7018355, 35.7062762, 35.7063632, 35.7044043, 35.7063972, 35.7045582, 35.7060158, 35.7037252, 35.7049222, 35.7038292, 35.6983209, 35.6976838, 35.7049052, 35.7045582, 35.7003117, 35.7032732, 35.7013982, 35.7026492, 35.7005404, 35.7067147, 35.7080293, 35.7036438, 35.6955069, 35.6970536, 35.6969012, 35.6989943, 35.6976093, 35.6978321, 35.7011382, 35.6960341, 35.6972971, 35.692106, 35.693251, 
35.6885209, 35.691582, 35.6887065, 35.6926525, 35.6916955, 35.6956956, 35.6962956, 35.7015171, 35.7037957, 35.6999076, 35.7037823, 35.7050553, 35.7123214, 35.7080303, 35.7124184, 35.7078273, 35.7091754, 35.7067463, 35.7099674, 35.7081054, 35.7131085, 35.7136115, 35.7211076, 35.7216537, 35.7242377, 35.7228307, 35.7203486, 35.7209906, 35.7253027, 35.7278768, 35.7312909, 35.7323069, 35.7404141, 35.7432921, 35.7432981, 35.7524743, 35.7520363, 35.7553264, 35.7564234, 35.7628445, 35.7618275, 35.7646746, 
35.7650706, 35.7703787, 35.7694797, 35.7712557, 35.7749058, 35.7766608, 35.7807059, 35.7805989, 35.784216, 35.7802459, 35.783435, 35.782001, 35.7875761, 35.784986, 35.781883, 35.781262, 35.7912042, 35.7899091, 35.7860571, 35.782407, 35.7783409, 35.78275, 35.780674, 35.7866536, 1.6534028, 1.5793016, 1.5741026, 1.4588898, 1.4481128, 1.417432, 1.3959023, 1.3818625, 1.3598767, 1.3506057, 1.3193192, 1.2908566, 1.2427377, 1.2023668, 1.1750915, 1.1665564, 1.1680201, 1.1681897, 1.1446569, 1.1420805, 1.1151118, 
1.090228, 1.0675823, 1.0590362, 1.0450517, 1.0303695, 0.9979314, 0.9907204, 0.9885225, 0.9911669, 0.9850726, 0.9717869, 0.9637058, 0.9612433, 0.9564253, 0.9529311, 0.9540257, 0.9522049, 0.948237, 0.9464322, 0.9378187, 0.9282764, 0.9251802, 0.9172727, 0.9097781, 0.9080109, 0.9028487, 0.898307, 0.898573, 0.8952593, 0.8903854, 0.8820128, 0.8766626, 0.873759, 0.8690243, 0.8695522, 0.8665543, 0.8630093, 0.8611059, 0.8582147, 0.8540085, 0.8506252, 0.8480684, 0.8445648, 0.836855, 0.8353168, 0.8218676, 0.7576077, 
0.7164652, 0.6992418, 0.6596686, 0.6440014, 0.6303126, 0.5831258, 0.5635005, 0.5541683, 0.5322273, 0.4721026, 0.4357159, 0.422949, 0.422213, 0.4058175, 0.3931716, 0.3743704, 0.3721058, 0.3624843, 0.332455, 0.3269745, 0.3235788, 0.3164999, 0.313273, 0.3084719, 0.2962742, 0.288237, 0.2751686, 0.2719722, 0.264517, 0.254139, 0.2526719, 0.2441898, 0.2360205, 0.2319359, 0.2266713, 0.2218978, 0.2118957, 0.208328, 0.2056703, 0.1996451, 0.1885378, 0.1769088, 0.174645, 0.1664757, 0.1585104, 0.1427078, 0.1401671, 
0.1228276, 0.118448, 0.1226067, 0.1245744, 0.1235176, 0.1394324, 0.1602068, 0.1715027, 0.1811796, 0.2076494, 0.2326648, 0.2280943, 0.2248686, 0.219554, 0.2186341, 0.2118797, 0.1999908, 0.1980149, 0.1837772, 0.1258904, 0.1136734, 0.0886537, 0.057546, 0.0599182, 0.0168051, 0.0038522, -0.0011703, -0.004954, -0.0120804, -0.0073938, -0.001598, 0.0020824, 0.0188599, 0.0200298, 0.029017, 0.0584784, 0.0547537, 0.062138, 0.0659897, 0.0794725, 0.0861909, 0.0937192, 0.0681095, 0.0314488, 0.0230201, 0.0191319, 
0.011815, 0.0045052, 0.0014964, -0.0093396, -0.0159012, -0.0268991, -0.0310207, -0.038917, -0.0530377, -0.0600401, -0.0678474, -0.0715321, -0.0779755, -0.0829601, -0.049756, -0.0519498, -0.0402109, -0.0368592, -0.0918043, -0.1202018, -0.1012574, -0.1007445, -0.1033763, -0.1119795, -0.1133336, -0.1315067, -0.1401, -0.1637529, -0.1830572, -0.1946841, -0.1979318, -0.2244595, -0.2268773, -0.2198049, -0.2204608, -0.2126215, -0.2010416, -0.1928053, -0.1748729, -0.1585707, -0.1324857, -0.1251693, -0.1185964, 
-0.1081778, -0.0941571, -0.0858028, -0.0749848, -0.0749208, -0.0808393, -0.0703302, -0.0624274, -0.0622322, -0.0622228, -0.0554495, -0.0516709, -0.0377131, -0.0368572, -0.0337894, -0.0088517, -0.0097576, -0.0124063, -0.0094036, -0.0095916, -0.0042401, 0.0134718, 0.0439946, 0.0450076, 0.0562126, 0.0616201, 0.0681305, 0.070194, 0.0768397, 0.0917974, 0.0993787, 0.1019815, 0.100804, 0.0994373, 0.112191, 0.1461336, 0.1682357, 0.167951, 0.1691757, 0.1752378, 0.1843962, 0.1926694, 0.1954702, 0.2021296, 
0.2042664, 0.2082521, 0.2126074, 0.2199604, 0.2264373, 0.2331543, 0.2392482, 0.2446153, 0.2548995, 0.2606789, 0.2675069, 0.282467, 0.2949136, 0.3023635, 0.3041602, 0.3107633, 0.3141164, 0.3289019, 0.3389815, 0.3421104, 0.3485696, 0.3536115, 0.3570513, 0.3631215, 0.3628967, 0.3698811, 0.370581, 0.3806307, 0.3854773, 0.3866605, 0.3965695, 0.3989211, 0.4108479, 0.4199159, 0.4261708, 0.4333828, 0.4467504, 0.449891, 0.4523278, 0.4670158, 0.4678721, 0.4740701, 0.4812397, 0.4970505, 0.5078763, 0.5170105, 
0.5223383, 0.5319208, 0.5402809, 0.5488278, 0.5607372, 0.566884, 0.5777037, 0.5868091, 0.5894875, 0.5969415, 0.6013613, 0.6045388, 0.6099621, 0.613689, 0.6168904, 0.6227402, 0.6261896, 0.6298561, 0.6349216, 0.6430598, 0.6615429, 0.6683695, 0.6750314, 0.6787396, 0.6833508, 0.6902992, 0.705983, 0.7193734, 0.7203481, 0.7247629, 0.7277078, 0.7325396, 0.7383044, 0.7405665, 0.7454178, 0.7529413, 0.7669316, 0.7682753, 0.7808817, 0.7852115, 0.7945204, 0.8016366, 0.8116861, 0.8140337, 0.8202178, 0.8231897, 
0.8265369, 0.8332192, 0.8363277, 0.8420113, 0.8456782, 0.847606, 0.8528691, 0.8591656, 0.8723919, 0.8775633, 0.8849813, 0.889454, 0.8945419, 0.9065874, 0.9061894, 0.9108728, 0.9202268, 0.9343151, 0.9350051, 0.9447363, 0.9511127, 0.9575366, 0.966491, 0.9700518, 0.9767009, 0.9770643, 0.9860929, 0.9917508, 0.9937807, 1.0054734, 1.0124776, 1.0213933, 1.0266997, 1.0275276, 1.0334549, 1.0330222, 1.0442107, 1.0457347, 1.0523758, 1.0573757, 1.0673288, 1.0723752, 1.0801191, 1.0828167, 1.0865143, 1.092129, 
1.0949168, 1.0972255, 1.1011187, 1.1027464, 1.109206, 1.1208902, 1.1264949, 1.1315335, 1.1445134, 1.1497053, 1.1526867, 1.1611379, 1.1652843, 1.1816151, 1.1879846, 1.1964178, 1.1997618, 1.2126357, 1.2246854, 1.229077, 1.2327473, 1.2384481, 1.245613, 1.2507171, 1.2558293, 1.2620415, 1.2695804, 1.2721723, 1.2855754, 1.2880184, 1.3017309, 1.3114237, 1.3169814, 1.3210339, 1.3245226, 1.331777, 1.3348917, 1.3370845, 1.3408732, 1.3448318, 1.3495294, 1.3559623, 1.3606362, 1.3641486, 1.3678483, 1.3744477, 
1.3793982, 1.3837469, 1.3877405, 1.3930216, 1.399175, 1.3986501, 1.4064834, 1.41101, 1.4130748, 1.4180934, 1.4257737, 1.4284065, 1.4366138, 1.4394705, 1.4447241, 1.4481698, 1.4545742, 1.4558101, 1.4626155, 1.4654942, 1.4704858, 1.4720907, 1.4777572, 1.4807419, 1.4847175, 1.4951346, 1.4973384, 1.5016831, 1.502593, 1.5063996, 1.5091284, 1.513317, 1.5160728, 1.5191865, 1.5232632, 1.5298016, 1.5316104, 1.5414436, 1.5466341, 1.5498228, 1.5689662, 1.5686232, 1.5749896, 1.5788633, 1.5865256, 1.5908692, 
1.6018803, 1.605626, 1.6112435, 1.6139832, 1.6208416, 1.6229494, 1.627733, 1.6308897, 1.6311147, 1.6417398, 1.6473153, 1.6520129, 1.6534028)))",609555,306702,302842,213483,35,110090,35.9,103390,34.1,93138,15.3,54448,17.8,38687,12.8,38025,6.2,21854,7.1,16170,5.3
Murang'a,29,942581,No,Kenya,1,2,B,B2,ahwTMNAJvrL,"list(list(c(37.1447503, 37.1365281, 37.1328924, 37.1220584, 37.1166402, 37.1121995, 37.1077851, 37.1019367, 37.0990434, 37.0933235, 37.0900339, 37.0843006, 37.0789325, 37.0679546, 37.0648557, 37.0612477, 37.0568147, 37.0508197, 37.0410612, 37.0336094, 37.0281986, 37.0241685, 37.0184482, 37.0067675, 37.0010339, 36.9969281, 36.9914438, 36.9820955, 36.9669754, 36.9603858, 36.9561044, 36.9470904, 36.9434576, 36.9396292, 36.9255573, 36.9190588, 36.9169218, 36.912251, 36.9083536, 36.908481, 36.8986221, 
36.8937997, 36.88914, 36.8904838, 36.886916, 36.880998, 36.8717223, 36.8679083, 36.861835, 36.8597887, 36.8501706, 36.8482683, 36.841367, 36.8368544, 36.8324194, 36.8205903, 36.8165241, 36.8110989, 36.7979793, 36.792957, 36.7899632, 36.785051, 36.7717438, 36.7581598, 36.7516495, 36.7470563, 36.7427976, 36.7362524, 36.7329811, 36.7273287, 36.7226211, 36.7226211, 36.7246594, 36.7221368, 36.7235013, 36.728458, 36.73754, 36.7296015, 36.7219368, 36.7181044, 36.7174198, 36.714284, 36.7141964, 36.7115059, 
36.7100558, 36.7059229, 36.6724933, 36.6738914, 36.6805696, 36.6856018, 36.6900045, 36.6934114, 36.7013784, 36.7087899, 36.7112881, 36.7097393, 36.7111393, 36.7097927, 36.711044, 36.708427, 36.7138593, 36.7177618, 36.7229003, 36.7246665, 36.7364542, 36.7409442, 36.745705, 36.7508206, 36.7605331, 36.7833798, 36.7910818, 36.7961707, 36.8015305, 36.809872, 36.8110468, 36.823178, 36.8257008, 36.8389229, 36.8467448, 36.8616366, 36.8674396, 36.8738311, 36.8831263, 36.8864529, 36.895151, 36.9034635, 36.9161143, 
36.9208847, 36.9248575, 36.9388582, 36.9432941, 36.9508329, 36.958269, 36.9676218, 36.9708363, 36.97793, 36.9831676, 36.9855098, 36.9939368, 36.9967031, 37.0082207, 37.0178334, 37.0255079, 37.0350849, 37.0472291, 37.0568835, 37.0593397, 37.0639407, 37.0686088, 37.0764506, 37.0792456, 37.0861581, 37.0942924, 37.0976759, 37.1015406, 37.1016804, 37.1111808, 37.1151848, 37.1210753, 37.1279391, 37.1393598, 37.1508917, 37.1552928, 37.1607203, 37.1674823, 37.1701927, 37.1730818, 37.1699767, 37.1783741, 
37.1814252, 37.1834773, 37.1961388, 37.2021971, 37.2050162, 37.2111867, 37.2146708, 37.2197784, 37.2257178, 37.2372032, 37.2372068, 37.2402116, 37.2423768, 37.2453374, 37.243128, 37.2445862, 37.249226, 37.2530925, 37.2565955, 37.2587435, 37.2584984, 37.2663696, 37.2637026, 37.2711845, 37.2575758, 37.2565811, 37.2593202, 37.2609029, 37.2631294, 37.2635748, 37.2683266, 37.2643548, 37.2633839, 37.2641546, 37.2629624, 37.2594794, 37.2344613, 37.2273744, 37.2421469, 37.2443485, 37.2538873, 37.2573988, 
37.2646177, 37.2831018, 37.3009821, 37.3203473, 37.3183998, 37.3255978, 37.3290431, 37.3304282, 37.3358494, 37.3440783, 37.3467716, 37.3567852, 37.3471919, 37.3522832, 37.3632404, 37.406996, 37.4220084, 37.3922732, 37.3887042, 37.3637397, 37.3591791, 37.3533693, 37.3491712, 37.3438865, 37.33965, 37.3351165, 37.3309313, 37.3266108, 37.3154615, 37.3114759, 37.3072676, 37.3001309, 37.2938604, 37.284956, 37.2800804, 37.2796634, 37.2745419, 37.2702333, 37.2655473, 37.2510749, 37.2462426, 37.2396387, 37.2327036, 
37.2269044, 37.2256619, 37.2215921, 37.2162286, 37.2153701, 37.2061932, 37.1993061, 37.1925991, 37.1887092, 37.1830654, 37.17764, 37.1746423, 37.164287, 37.1565389, 37.1554354, 37.1447503, -1.0503101, -1.0511896, -1.0491221, -1.0527867, -1.0420283, -1.0405703, -1.0364711, -1.0347032, -1.0376266, -1.0338811, -1.0352195, -1.0323912, -1.0318964, -1.0227468, -1.0300481, -1.0334183, -1.0324887, -1.034809, -1.0329944, -1.0295569, -1.0183515, -1.0132153, -1.0109128, -0.999986, -0.9968007, -0.9925958, -0.9898747, 
-0.9793262, -0.975113, -0.9661266, -0.9566682, -0.9520917, -0.9466426, -0.9456888, -0.9373436, -0.9310165, -0.9320771, -0.9219272, -0.9182035, -0.9150807, -0.9125479, -0.912505, -0.9035601, -0.9004091, -0.8967432, -0.8956829, -0.8903663, -0.8926834, -0.8887061, -0.8839438, -0.883442, -0.8810028, -0.8786941, -0.8744391, -0.8748954, -0.8632651, -0.8630102, -0.8569262, -0.8503171, -0.8456901, -0.8459404, -0.8407526, -0.8329301, -0.8338771, -0.8335588, -0.828217, -0.8190374, -0.8161016, -0.8117824, -0.8116761, 
-0.806614, -0.799844, -0.7938303, -0.7872564, -0.7838594, -0.7806296, -0.7804104, -0.7737045, -0.7638509, -0.7496179, -0.7355289, -0.7268218, -0.7155687, -0.7098047, -0.7025212, -0.6965178, -0.660896, -0.650294, -0.5893025, -0.5999084, -0.6045203, -0.6114382, -0.6221819, -0.6279621, -0.6196433, -0.6142638, -0.6072042, -0.6012462, -0.5948011, -0.5888336, -0.5838005, -0.5782515, -0.5759754, -0.5717815, -0.5669497, -0.5694194, -0.5694213, -0.572036, -0.5690203, -0.5680347, -0.5710481, -0.5715744, -0.569461, 
-0.5722373, -0.5813327, -0.5841716, -0.5870947, -0.5951898, -0.5944271, -0.6071739, -0.6055698, -0.6075085, -0.608797, -0.6118007, -0.6092194, -0.6104083, -0.6103547, -0.6044528, -0.6056841, -0.5981378, -0.597971, -0.595143, -0.5889828, -0.5878305, -0.5842308, -0.5799855, -0.5799004, -0.5770035, -0.5778834, -0.5864101, -0.5862406, -0.5879205, -0.5923917, -0.5923998, -0.5971209, -0.6042597, -0.6117603, -0.6140092, -0.6124513, -0.6177427, -0.6175113, -0.6257859, -0.6260814, -0.6293014, -0.6297662, 
-0.6382065, -0.6431538, -0.6431892, -0.6474704, -0.6465563, -0.6397784, -0.6407386, -0.6385003, -0.6390757, -0.6370701, -0.6383282, -0.6456915, -0.6502542, -0.6568688, -0.6675331, -0.668829, -0.6671928, -0.6653569, -0.6780527, -0.6833892, -0.691677, -0.6834243, -0.6765221, -0.6689774, -0.6788638, -0.6830171, -0.6953, -0.6991882, -0.702988, -0.70829, -0.7127525, -0.7189306, -0.7214531, -0.7303468, -0.7356369, -0.7438819, -0.7480765, -0.7544909, -0.7546206, -0.7585125, -0.7612224, -0.7682928, -0.7696809, 
-0.7827771, -0.7878245, -0.7917735, -0.795428, -0.8066559, -0.8097784, -0.8402675, -0.8405617, -0.8546383, -0.8606575, -0.863403, -0.8633156, -0.8700432, -0.8790661, -0.8992224, -0.908388, -0.9217315, -0.9248809, -0.9329703, -0.9451782, -0.954562, -0.9608267, -0.9632027, -0.9599301, -0.9730325, -0.9787789, -0.9889343, -0.9901001, -1.0144755, -1.0364725, -1.0568453, -1.0596624, -1.0957779, -1.0918784, -1.0936831, -1.0924644, -1.0845509, -1.0801657, -1.0826266, -1.0783774, -1.0790738, -1.0651313, -1.0677447, 
-1.0622088, -1.0551997, -1.0504842, -1.0398392, -1.0365877, -1.0337841, -1.0278441, -1.02571, -1.018228, -1.0225161, -1.0258093, -1.0251234, -1.0188584, -1.0243895, -1.0279707, -1.0275887, -1.0311616, -1.0347173, -1.0358017, -1.0413065, -1.0437385, -1.0402708, -1.0390893, -1.0347319, -1.0454438, -1.0499677, -1.0507955, -1.0542322, -1.0503101)))",988224,488689,499505,567538,57.4,274225,56.1,293301,58.7,204760,20.7,111466,22.8,93286,18.7,80287,8.1,44903,9.2,35380,7.1
